age,income,debt_ratio,n_accounts,late_payments,employed,default
57,106541.0,0.569,0,0,0,0
45,30218.0,0.16,5,1,1,0
48,37395.0,0.28,1,0,1,0
55,47900.0,0.154,5,0,1,0
37,55316.0,0.478,1,0,1,0
43,26497.0,0.605,11,1,1,1
49,47810.0,0.463,3,1,1,0
62,21934.0,0.441,1,1,0,0
40,8152.0,0.278,11,1,1,0
23,15613.0,0.156,6,1,0,1
26,34750.0,0.151,11,1,1,0
25,46233.0,0.774,4,0,1,1
26,10073.0,0.008,5,1,0,0
61,12650.0,0.439,6,1,1,1
23,30820.0,0.294,2,1,1,0
56,5763.0,0.219,6,1,1,0
29,41492.0,0.459,7,3,1,1
32,52705.0,0.222,1,0,1,0
33,7054.0,0.242,0,0,1,0
46,46221.0,0.147,1,0,1,0
52,28599.0,0.356,11,1,0,1
49,64173.0,0.409,0,2,1,0
49,36343.0,0.237,0,0,0,0
27,28025.0,0.214,8,2,1,1
49,33583.0,0.488,7,0,0,0
25,50680.0,0.493,9,0,1,0
61,34848.0,0.136,0,1,0,0
24,32355.0,0.173,11,2,1,0
25,15393.0,0.258,1,1,1,0
30,40451.0,0.225,4,3,1,0
40,32270.0,0.541,6,0,0,1
62,79954.0,0.128,11,0,0,0
24,31615.0,0.42,7,0,1,0
30,30484.0,0.239,8,1,0,0
41,23274.0,0.495,3,1,0,1
32,45804.0,0.343,3,1,1,0
24,28787.0,0.112,0,1,1,0
48,22407.0,0.357,1,0,1,0
24,71252.0,0.168,5,2,1,0
56,77965.0,0.035,11,1,0,0
26,25447.0,0.228,6,0,0,0
42,19117.0,0.017,2,0,1,0
40,56268.0,0.363,2,1,1,0
57,21032.0,0.111,6,0,1,0
58,131795.0,0.273,10,0,0,0
44,29885.0,0.383,1,2,0,1
34,51874.0,0.445,1,0,1,0
63,16698.0,0.31,4,2,0,1
57,31464.0,0.517,4,1,1,1
33,55438.0,0.26,4,1,1,0
32,39950.0,0.142,11,1,1,0
64,24474.0,0.257,4,1,1,0
35,109806.0,0.459,5,0,1,0
28,46463.0,0.335,8,1,0,0
44,28591.0,0.171,4,1,1,0
48,23681.0,0.063,1,1,0,0
24,28016.0,0.325,7,0,1,0
66,63230.0,0.45,6,0,1,0
42,21782.0,0.188,7,0,1,0
52,32624.0,0.345,11,2,0,1
49,21261.0,0.22,11,0,1,0
66,60273.0,0.443,9,2,1,0
61,29584.0,0.148,7,0,0,0
40,49511.0,0.208,4,2,0,1
23,42695.0,0.135,8,1,1,0
51,23990.0,0.298,10,2,1,1
60,45658.0,0.365,2,2,0,1
62,51495.0,0.348,8,0,1,0
48,18051.0,0.138,7,0,0,0
47,45736.0,0.131,5,1,1,0
49,192102.0,0.352,5,0,0,0
28,27673.0,0.382,5,1,1,0
23,44306.0,0.446,10,0,0,0
43,16424.0,0.084,3,1,1,0
64,40498.0,0.43,7,2,0,1
35,23903.0,0.088,5,0,0,0
34,47275.0,0.387,3,3,0,1
69,31325.0,0.518,6,1,1,0
47,17775.0,0.108,2,0,1,0
25,55911.0,0.254,2,0,0,0
47,28827.0,0.156,8,2,0,0
22,19278.0,0.201,9,0,1,0
65,33229.0,0.21,2,1,0,0
59,19756.0,0.167,6,0,0,0
50,39226.0,0.451,7,1,0,1
69,31130.0,0.072,2,0,1,0
69,26669.0,0.246,10,0,0,0
39,44977.0,0.216,7,1,0,0
32,16883.0,0.284,11,0,0,0
34,52462.0,0.351,10,0,0,0
53,11698.0,0.35,1,0,1,1
33,72281.0,0.602,2,0,0,0
49,35231.0,0.21,1,0,1,0
45,28139.0,0.251,7,1,0,0
46,22177.0,0.245,7,1,0,0
59,42368.0,0.097,8,0,0,0
51,29658.0,0.079,7,0,1,0
47,29385.0,0.106,9,1,1,0
47,54120.0,0.326,4,0,0,0
40,25821.0,0.218,9,0,1,0
37,28535.0,0.082,7,0,1,0
61,39933.0,0.143,11,0,1,0
52,55258.0,0.151,6,0,1,0
38,29802.0,0.692,4,2,1,1
25,34847.0,0.07,10,0,0,0
60,32906.0,0.443,6,1,1,0
44,46788.0,0.278,2,1,1,0
59,68259.0,0.165,0,0,1,0
43,20052.0,0.125,8,0,0,0
53,30052.0,0.136,8,0,0,0
31,31392.0,0.446,7,1,1,0
29,43316.0,0.228,2,1,0,0
48,68630.0,0.316,3,0,1,0
57,31873.0,0.609,6,1,0,1
53,35797.0,0.113,2,0,0,0
55,56963.0,0.363,2,0,1,0
27,17134.0,0.593,5,0,0,1
58,21777.0,0.144,0,1,1,0
35,25588.0,0.111,9,0,1,0
48,32014.0,0.202,1,2,0,1
24,36091.0,0.471,8,2,0,1
27,24708.0,0.114,9,0,1,0
50,77958.0,0.1,4,1,1,0
68,22460.0,0.282,4,1,0,1
25,28979.0,0.157,11,0,1,0
30,55629.0,0.304,0,0,0,0
32,47455.0,0.616,11,0,0,1
55,31859.0,0.222,1,0,0,0
42,38808.0,0.089,11,1,1,0
60,48541.0,0.368,3,2,0,0
43,31860.0,0.219,2,0,0,0
65,44523.0,0.271,7,1,1,0
22,20137.0,0.239,6,0,0,0
48,33198.0,0.436,11,0,1,0
67,13931.0,0.065,5,2,1,0
57,20353.0,0.507,10,2,1,1
32,17923.0,0.303,2,1,1,0
29,60216.0,0.59,5,0,0,0
50,25252.0,0.162,9,0,0,0
25,37129.0,0.241,6,1,1,0
31,19964.0,0.296,11,0,1,0
46,28770.0,0.058,10,1,1,0
50,27660.0,0.139,2,1,1,0
64,20635.0,0.191,7,1,1,0
38,49186.0,0.043,6,0,0,0
32,13687.0,0.505,3,1,1,1
36,43684.0,0.275,8,1,1,0
49,122454.0,0.295,1,0,1,0
44,20930.0,0.453,11,1,1,0
22,32213.0,0.255,8,0,0,0
49,14361.0,0.188,9,0,1,0
58,31211.0,0.17,7,0,1,0
50,13087.0,0.12,9,1,1,0
46,43391.0,0.431,7,2,0,1
54,24527.0,0.536,1,2,1,1
46,12308.0,0.101,3,3,1,0
34,16265.0,0.301,8,0,1,0
28,13992.0,0.334,9,0,1,0
25,27074.0,0.228,11,0,1,0
40,48220.0,0.14,0,4,1,0
33,25487.0,0.286,2,1,0,1
54,17112.0,0.215,9,2,0,1
37,20324.0,0.346,3,1,1,0
48,32946.0,0.141,10,0,1,0
50,8976.0,0.297,2,0,1,0
57,41668.0,0.207,6,1,0,1
41,37938.0,0.354,1,2,1,1
38,8828.0,0.085,9,0,1,0
36,56185.0,0.199,5,1,1,0
53,13352.0,0.317,10,0,0,0
25,27479.0,0.302,9,0,1,0
52,55826.0,0.246,9,0,1,0
50,13278.0,0.578,9,2,0,1
32,11907.0,0.265,0,0,0,1
26,17236.0,0.377,4,1,1,0
37,17535.0,0.265,3,1,0,1
46,28362.0,0.265,6,0,0,0
33,23261.0,0.488,10,0,0,1
54,23584.0,0.171,3,3,0,1
51,23744.0,0.336,11,1,0,0
51,27653.0,0.112,3,0,1,0
39,19610.0,0.089,11,0,0,0
28,35850.0,0.043,4,0,0,0
45,30282.0,0.248,2,4,0,1
38,18040.0,0.273,8,0,0,0
60,76920.0,0.46,3,1,1,0
67,15850.0,0.62,10,1,0,1
22,44160.0,0.448,8,0,0,1
25,20742.0,0.255,4,0,0,0
43,36505.0,0.284,9,0,0,0
54,39670.0,0.279,9,0,0,0
26,47193.0,0.154,6,1,1,0
42,62870.0,0.136,9,0,0,0
43,19821.0,0.281,5,0,1,0
51,131204.0,0.573,10,0,0,0
59,37544.0,0.293,4,0,0,0
40,20184.0,0.548,7,0,1,0
25,15298.0,0.084,7,1,0,0
27,101444.0,0.404,4,2,0,0
53,71040.0,0.402,9,1,0,0
48,30437.0,0.172,10,2,0,1
66,45351.0,0.405,2,0,1,0
21,60260.0,0.136,5,1,0,0
67,32388.0,0.044,9,0,1,0
63,24821.0,0.211,7,0,0,0
58,30288.0,0.328,1,0,0,0
60,47364.0,0.189,0,0,1,0
28,31209.0,0.402,2,2,0,1
39,16471.0,0.225,2,0,1,0
27,45418.0,0.41,2,2,1,1
47,12784.0,0.218,4,0,0,0
41,21053.0,0.072,1,1,0,0
46,58186.0,0.501,10,1,1,0
59,34895.0,0.171,9,0,1,0
69,34820.0,0.299,11,0,1,0
63,32629.0,0.218,4,3,1,1
23,52367.0,0.33,1,0,0,0
43,30105.0,0.432,9,0,1,0
35,11400.0,0.026,2,0,0,0
51,35012.0,0.069,2,1,1,0
40,6444.0,0.144,9,0,1,0
42,10822.0,0.259,2,0,1,0
59,69357.0,0.082,8,0,1,0
59,52515.0,0.057,8,0,1,0
56,24342.0,0.406,2,0,0,0
34,29693.0,0.349,9,1,0,1
41,32229.0,0.112,3,2,0,0
42,51485.0,0.126,0,1,0,0
21,20774.0,0.243,0,1,1,0
48,19653.0,0.164,6,1,0,0
52,22361.0,0.049,11,0,0,0
21,33083.0,0.471,3,1,1,1
40,35273.0,0.408,8,0,0,0
31,25193.0,0.572,1,0,0,1
26,45452.0,0.349,0,1,1,1
67,18267.0,0.095,11,0,0,0
51,29631.0,0.565,11,1,1,0
67,21627.0,0.169,10,0,0,0
42,18417.0,0.262,3,2,1,1
24,57698.0,0.339,8,0,1,0
36,26169.0,0.463,4,1,0,1
24,18417.0,0.172,7,3,0,1
34,31449.0,0.267,7,0,0,0
52,18459.0,0.147,6,0,1,0
46,41795.0,0.068,10,5,0,1
50,47586.0,0.311,7,0,0,0
33,52066.0,0.25,2,2,1,0
36,17937.0,0.253,0,0,0,0
40,28597.0,0.169,8,0,0,0
30,79143.0,0.187,7,0,1,0
67,27629.0,0.349,0,2,1,1
58,58871.0,0.527,7,0,0,1
44,67298.0,0.472,9,1,1,0
51,15227.0,0.44,7,0,1,0
33,57311.0,0.373,9,0,0,0
55,45349.0,0.227,4,0,0,0
46,48319.0,0.172,0,0,0,0
23,73240.0,0.266,0,1,0,0
65,39061.0,0.247,0,1,0,0
56,32144.0,0.36,9,1,0,0
63,42205.0,0.154,7,1,1,0
68,25892.0,0.399,4,0,0,0
54,39790.0,0.447,5,1,0,0
62,11039.0,0.118,11,0,1,0
65,74752.0,0.123,11,1,0,0
36,23536.0,0.437,3,0,1,0
58,40699.0,0.085,10,0,0,0
41,36214.0,0.533,4,1,1,1
54,32562.0,0.61,3,0,0,1
65,32682.0,0.647,6,4,0,1
41,31904.0,0.259,5,0,1,0
69,13353.0,0.424,0,0,1,0
28,23340.0,0.504,3,1,1,1
64,56813.0,0.409,10,2,0,1
56,18297.0,0.146,4,1,0,0
22,17990.0,0.311,6,2,1,1
52,90936.0,0.383,9,0,1,0
63,57168.0,0.097,3,0,1,0
68,68541.0,0.064,7,0,0,0
26,30638.0,0.123,1,1,1,0
36,35375.0,0.457,7,0,1,0
49,45496.0,0.15,9,2,0,1
63,41074.0,0.246,1,1,1,0
35,29461.0,0.287,5,1,1,0
31,14587.0,0.125,4,0,1,0
60,21166.0,0.13,7,1,0,0
67,14246.0,0.105,0,1,1,0
22,68645.0,0.61,4,0,0,0
69,25022.0,0.165,3,1,1,0
53,27972.0,0.416,1,0,1,0
23,35432.0,0.715,7,0,1,1
43,30892.0,0.092,1,1,0,0
36,40066.0,0.213,7,2,1,0
42,22250.0,0.109,10,0,1,0
69,14047.0,0.274,1,0,0,1
58,74644.0,0.213,6,1,1,0
68,21225.0,0.278,5,0,0,0
61,23933.0,0.2,7,1,0,1
53,20316.0,0.196,1,1,0,0
56,23030.0,0.232,2,0,0,0
27,30746.0,0.093,4,0,1,0
27,44519.0,0.327,4,1,1,0
21,17778.0,0.05,10,1,0,0
56,35206.0,0.145,1,1,0,0
33,21547.0,0.117,11,1,0,0
42,55932.0,0.111,10,2,0,0
67,16208.0,0.434,7,0,0,1
68,31899.0,0.38,4,2,0,1
60,43555.0,0.456,11,1,0,1
22,15170.0,0.533,5,0,0,1
41,32000.0,0.536,4,1,0,0
67,32579.0,0.458,10,0,1,0
58,20154.0,0.403,2,0,0,0
24,27069.0,0.073,6,5,1,1
65,49941.0,0.149,1,2,0,0
33,34194.0,0.503,5,1,1,1
35,24453.0,0.364,6,0,1,0
25,27137.0,0.101,7,1,1,0
63,37826.0,0.095,0,0,1,0
46,57345.0,0.18,10,1,0,0
34,45081.0,0.219,1,1,1,0
29,43615.0,0.23,7,1,0,0
37,66495.0,0.337,11,0,1,0
41,13769.0,0.446,0,2,1,1
23,14539.0,0.199,8,0,0,0
23,9519.0,0.271,6,2,1,1
28,45796.0,0.188,3,0,0,0
54,9440.0,0.302,4,3,0,1
47,29350.0,0.657,7,0,1,1
69,43907.0,0.188,11,0,0,0
22,14808.0,0.077,6,1,1,0
22,21461.0,0.124,5,1,1,0
47,26227.0,0.338,1,1,1,0
25,43267.0,0.109,9,0,0,0
29,13912.0,0.354,10,0,0,0
65,35137.0,0.367,3,0,0,0
57,42506.0,0.329,11,0,1,0
46,32125.0,0.288,8,1,0,0
27,32361.0,0.292,4,1,0,0
51,56065.0,0.091,7,0,0,0
31,33393.0,0.095,10,0,1,0
65,29524.0,0.101,7,0,0,0
34,25220.0,0.089,11,2,0,0
22,41429.0,0.432,2,0,0,0
49,25801.0,0.083,7,0,0,0
36,41459.0,0.681,5,3,1,1
60,31376.0,0.284,10,0,0,1
39,52638.0,0.275,10,0,1,0
57,20036.0,0.498,5,0,1,0
55,30964.0,0.137,3,0,1,0
57,35536.0,0.212,9,1,0,0
51,36697.0,0.288,0,2,1,0
54,52651.0,0.171,6,2,0,0
58,36335.0,0.308,10,0,0,0
47,46961.0,0.385,0,1,1,0
53,79816.0,0.637,3,1,1,0
37,45516.0,0.453,3,1,1,0
60,17521.0,0.122,8,2,1,0
29,14558.0,0.31,5,0,0,0
22,41711.0,0.17,5,0,1,0
63,24662.0,0.378,2,0,0,0
61,34478.0,0.035,4,0,1,0
41,27310.0,0.487,9,1,1,1
48,57408.0,0.158,11,0,1,0
52,54377.0,0.336,11,1,0,0
26,16924.0,0.204,6,1,0,0
24,34163.0,0.243,2,1,0,0
47,25615.0,0.458,11,0,0,0
38,15446.0,0.549,3,0,1,0
41,41205.0,0.349,3,0,0,0
25,27712.0,0.224,5,1,0,0
30,37183.0,0.373,9,1,0,1
38,103038.0,0.078,9,0,1,0
65,57940.0,0.183,2,1,1,0
56,51779.0,0.193,3,1,0,0
69,24271.0,0.26,6,0,1,0
37,16464.0,0.172,6,0,1,0
47,55646.0,0.263,7,0,0,0
54,25573.0,0.496,1,2,1,1
46,30441.0,0.324,0,0,1,0
27,24652.0,0.415,1,2,1,1
53,31293.0,0.152,3,0,1,0
39,99380.0,0.313,3,2,1,0
51,25415.0,0.114,4,0,0,0
41,25834.0,0.089,1,0,0,0
54,32928.0,0.403,9,0,0,0
45,34310.0,0.189,8,1,1,0
26,16301.0,0.082,9,0,0,0
32,12220.0,0.134,11,0,0,0
45,22192.0,0.255,8,0,0,0
55,26688.0,0.032,4,0,1,0
31,20002.0,0.118,1,0,0,0
64,17948.0,0.566,10,1,0,1
34,18489.0,0.248,10,0,1,0
60,24266.0,0.187,7,0,1,0
67,27813.0,0.247,3,0,1,0
22,13045.0,0.643,1,1,0,1
69,22397.0,0.358,2,1,0,0
44,35185.0,0.207,7,1,0,0
40,27660.0,0.183,1,3,1,1
37,14901.0,0.243,10,1,1,0
69,24594.0,0.136,2,0,1,0
49,29102.0,0.587,2,1,0,1
39,43145.0,0.184,10,0,1,0
25,13021.0,0.513,5,1,1,0
46,41326.0,0.253,5,3,1,1
56,23284.0,0.498,3,1,0,0
63,32467.0,0.234,9,0,1,0
41,41248.0,0.216,7,3,1,1
39,18969.0,0.512,9,0,0,0
67,19580.0,0.215,3,1,1,0
30,27673.0,0.139,9,2,0,1
21,42072.0,0.423,5,1,0,1
41,22302.0,0.398,2,0,0,1
41,14439.0,0.326,5,1,1,0
21,20657.0,0.131,10,1,0,0
44,35402.0,0.379,8,0,1,0
42,52130.0,0.454,0,0,1,0
61,22669.0,0.202,11,0,0,0
22,24817.0,0.253,4,0,1,0
58,26670.0,0.146,11,3,0,1
22,27257.0,0.239,4,0,1,0
29,18166.0,0.334,4,1,1,1
65,23369.0,0.772,7,1,0,1
36,32413.0,0.355,5,1,1,1
52,30641.0,0.142,1,0,1,0
57,29424.0,0.395,0,1,1,1
41,17623.0,0.174,3,0,0,0
41,22124.0,0.113,4,1,1,0
41,20389.0,0.078,5,0,1,0
33,49104.0,0.41,4,0,1,0
45,60007.0,0.138,1,1,1,0
66,34496.0,0.445,8,0,1,0
32,64362.0,0.671,8,0,1,0
62,25145.0,0.461,9,0,1,0
42,25206.0,0.568,3,0,0,0
38,15268.0,0.112,10,2,0,1
60,32658.0,0.608,3,1,0,1
47,23230.0,0.397,9,0,1,0
51,30509.0,0.076,2,3,0,0
66,37134.0,0.534,1,0,0,1
69,25846.0,0.165,7,0,1,0
31,16687.0,0.196,5,0,1,0
51,28528.0,0.255,9,1,1,0
65,28144.0,0.26,7,1,0,1
25,29593.0,0.137,6,0,1,0
64,40813.0,0.244,2,1,1,0
34,26254.0,0.361,11,1,1,0
56,25583.0,0.08,8,0,0,0
31,69065.0,0.318,7,1,0,0
54,49806.0,0.172,9,0,1,0
53,27966.0,0.198,11,1,0,0
54,18416.0,0.494,9,1,1,1
25,23480.0,0.372,2,0,0,1
47,35403.0,0.327,3,0,0,0
35,44536.0,0.176,7,1,0,0
49,96741.0,0.197,2,0,1,0
67,26015.0,0.307,0,1,1,0
30,31723.0,0.395,1,1,0,0
49,24680.0,0.271,1,0,1,0
48,30666.0,0.467,0,1,1,0
28,24396.0,0.162,1,0,1,0
53,17382.0,0.247,0,1,1,0
52,48984.0,0.305,11,1,1,0
44,31486.0,0.181,0,0,1,0
59,55860.0,0.192,9,0,1,0
54,23065.0,0.408,11,1,0,0
32,33728.0,0.299,1,1,0,0
43,41023.0,0.396,8,1,1,0
30,11714.0,0.392,6,2,1,1
60,15445.0,0.195,8,0,1,0
51,43041.0,0.538,4,0,0,0
56,31219.0,0.253,10,1,1,0
46,11991.0,0.184,1,1,0,0
25,20646.0,0.105,1,1,0,0
27,17699.0,0.498,5,0,1,0
58,23455.0,0.1,11,1,1,0
50,63937.0,0.445,0,0,0,0
34,22453.0,0.601,10,0,1,1
50,81234.0,0.134,2,1,1,0
24,26361.0,0.049,2,1,0,0
39,20785.0,0.401,2,0,0,0
26,64816.0,0.064,1,1,1,0
44,47766.0,0.222,11,3,0,1
36,59164.0,0.608,8,1,0,1
62,78286.0,0.478,3,0,1,0
46,50719.0,0.534,6,0,1,0
69,54909.0,0.311,9,0,0,0
37,12848.0,0.042,2,1,1,0
63,20006.0,0.487,6,0,0,1
30,37441.0,0.506,8,1,0,1
54,33327.0,0.213,7,2,0,0
58,43045.0,0.397,1,1,1,0
66,23850.0,0.105,10,1,1,0
39,52325.0,0.023,11,1,1,0
58,81988.0,0.285,6,1,1,0
63,40425.0,0.122,2,2,0,0
41,45833.0,0.501,4,1,1,0
32,38978.0,0.191,2,0,0,0
48,48049.0,0.401,1,0,0,0
54,33788.0,0.248,7,0,1,0
27,23705.0,0.484,3,0,0,1
38,33542.0,0.422,7,1,0,0
49,32114.0,0.395,5,0,0,0
62,14308.0,0.148,7,2,1,0
36,34183.0,0.803,10,2,1,1
52,30857.0,0.423,7,0,0,0
57,33753.0,0.113,6,0,0,0
54,23222.0,0.097,5,1,1,0
29,38650.0,0.382,11,2,1,1
25,41462.0,0.571,6,0,1,0
28,21463.0,0.488,8,0,1,1
57,35710.0,0.404,10,0,0,1
46,44759.0,0.023,6,1,1,0
38,43937.0,0.118,3,0,0,0
22,19279.0,0.439,2,0,1,0
57,18309.0,0.119,4,1,1,0
42,30706.0,0.263,10,1,0,0
62,18048.0,0.479,5,2,1,1
45,104101.0,0.275,7,1,1,0
26,20218.0,0.068,1,1,1,0
60,20328.0,0.268,7,1,1,0
21,41388.0,0.561,4,0,1,1
40,23795.0,0.41,3,0,0,0
58,9400.0,0.312,7,0,1,0
43,27811.0,0.187,4,0,1,0
68,18313.0,0.602,7,2,1,0
49,22976.0,0.414,9,1,1,0
65,13371.0,0.205,11,0,1,0
62,18952.0,0.555,3,0,0,1
42,27253.0,0.239,4,0,1,0
63,28379.0,0.269,6,0,1,0
61,16966.0,0.387,6,0,1,0
34,20597.0,0.38,10,3,0,1
22,19225.0,0.146,8,1,0,1
58,31327.0,0.334,1,1,1,0
23,27110.0,0.453,9,1,1,1
66,15723.0,0.355,7,0,0,0
49,39967.0,0.231,11,1,0,0
52,20591.0,0.442,1,0,0,0
46,35185.0,0.467,2,1,0,1
68,18453.0,0.202,7,1,1,0
61,33564.0,0.108,0,0,0,0
53,27296.0,0.311,5,1,1,0
32,29734.0,0.224,11,1,1,0
49,37081.0,0.411,8,1,0,0
43,35898.0,0.299,4,0,1,0
56,31358.0,0.192,6,0,0,0
69,31320.0,0.185,1,3,0,1
31,15427.0,0.533,8,2,0,1
35,27907.0,0.224,8,0,0,0
69,9798.0,0.226,6,1,0,1
40,9556.0,0.567,9,1,1,1
64,24760.0,0.143,0,0,1,0
50,25871.0,0.216,4,0,0,0
32,60393.0,0.6,0,3,0,1
69,40118.0,0.165,9,0,1,0
60,49938.0,0.393,3,0,0,0
29,24820.0,0.189,3,1,0,0
50,36002.0,0.475,0,1,0,1
54,51422.0,0.089,3,0,0,0
49,37615.0,0.199,6,2,0,0
41,34550.0,0.337,9,0,0,0
37,30568.0,0.198,5,3,1,1
40,18467.0,0.548,8,2,1,1
58,18725.0,0.415,4,1,1,0
33,14368.0,0.368,7,0,0,0
63,35660.0,0.067,3,1,1,0
43,25526.0,0.19,2,2,1,0
29,20928.0,0.135,8,0,1,0
49,34828.0,0.139,4,0,1,0
30,22031.0,0.107,1,0,1,0
40,49011.0,0.221,8,1,1,0
27,75124.0,0.459,6,1,1,0
45,36621.0,0.345,8,1,0,1
25,20857.0,0.133,10,1,1,0
52,14019.0,0.544,8,1,1,1
63,79258.0,0.119,8,1,1,0
62,36685.0,0.41,7,0,1,0
28,16437.0,0.302,7,1,1,1
48,49927.0,0.353,1,0,0,0
42,12899.0,0.141,10,0,1,0
39,23640.0,0.6,3,1,1,1
44,26137.0,0.335,10,0,0,0
68,24608.0,0.254,0,1,0,0
35,16745.0,0.069,5,0,1,0
29,96076.0,0.481,10,1,0,1
59,24164.0,0.138,1,1,1,0
23,35564.0,0.235,8,2,1,0
43,29944.0,0.257,7,0,0,0
65,13342.0,0.364,4,2,0,1
45,22439.0,0.285,4,0,1,0
34,32656.0,0.346,1,0,1,0
35,46689.0,0.252,9,0,1,0
28,24829.0,0.347,11,0,0,0
60,35326.0,0.116,1,0,0,0
39,24920.0,0.378,0,1,1,1
37,39439.0,0.182,6,1,1,1
37,8657.0,0.122,6,1,0,0
56,39701.0,0.264,10,0,0,0
38,21672.0,0.103,10,0,1,0
56,22134.0,0.42,3,0,1,0
62,7208.0,0.063,4,0,0,0
63,17419.0,0.277,10,1,1,0
35,40002.0,0.322,2,1,1,0
56,92862.0,0.335,8,2,0,0
27,20834.0,0.174,2,0,0,0
34,21285.0,0.518,10,3,0,1
31,37689.0,0.29,0,0,1,0
50,34076.0,0.465,2,0,0,0
67,22083.0,0.613,5,0,1,0
55,27199.0,0.284,10,2,0,1
42,24451.0,0.208,7,0,1,0
32,40221.0,0.277,4,0,1,0
38,43879.0,0.423,3,0,0,0
67,70907.0,0.142,11,0,1,0
59,46698.0,0.331,5,0,0,0
37,41254.0,0.326,6,1,1,0
66,32028.0,0.08,6,1,1,0
39,47204.0,0.324,2,0,1,0
46,18176.0,0.241,7,0,1,0
41,86586.0,0.203,11,0,0,0
60,34114.0,0.204,5,3,0,1
68,59860.0,0.421,8,1,1,0
33,19981.0,0.541,9,0,0,1
45,49548.0,0.474,0,0,1,0
38,36235.0,0.352,3,1,1,0
27,27071.0,0.429,11,0,0,0
49,21300.0,0.177,10,0,1,0
63,19172.0,0.52,7,0,0,1
32,72671.0,0.148,7,0,0,0
21,54522.0,0.069,6,2,1,0
34,31469.0,0.11,1,2,0,0
40,32754.0,0.573,4,1,1,0
30,20705.0,0.283,5,1,0,1
61,11919.0,0.085,0,1,0,0
33,12189.0,0.07,3,1,1,0
45,21962.0,0.129,5,0,0,0
62,27524.0,0.287,4,1,0,0
60,16586.0,0.215,2,0,0,0
59,44215.0,0.541,1,1,0,1
69,38439.0,0.304,1,0,1,0
26,32209.0,0.333,3,1,1,0
53,12373.0,0.321,2,0,0,0
38,26706.0,0.156,1,0,0,0
44,29283.0,0.52,8,2,0,1
56,15851.0,0.577,6,0,1,0
26,9997.0,0.477,0,2,0,1
63,77274.0,0.045,8,2,0,0
32,40512.0,0.508,6,1,1,1
48,24533.0,0.12,2,1,0,0
47,65959.0,0.106,6,0,1,0
56,51749.0,0.058,11,0,1,0
60,37171.0,0.134,11,1,1,0
32,33270.0,0.403,3,1,0,1
38,43861.0,0.288,4,0,1,0
59,61701.0,0.065,10,0,0,0
61,30779.0,0.192,5,1,0,0
61,26491.0,0.446,3,1,1,0
56,39753.0,0.147,7,0,1,0
40,7276.0,0.206,0,1,1,0
59,31058.0,0.126,8,1,0,0
32,24254.0,0.589,0,0,1,0
57,29466.0,0.136,11,2,1,0
22,27109.0,0.197,0,1,0,0
55,35180.0,0.583,9,1,1,1
51,31318.0,0.258,11,0,1,0
46,30744.0,0.349,11,0,1,0
51,27819.0,0.115,6,1,1,0
50,37305.0,0.263,1,0,0,0
21,23063.0,0.153,9,1,0,0
54,48575.0,0.355,2,0,0,0
46,12816.0,0.357,6,1,0,0
22,32910.0,0.413,2,1,1,0
66,37263.0,0.109,0,0,0,0
23,15746.0,0.313,11,0,1,0
22,23975.0,0.047,7,3,0,1
29,57625.0,0.361,9,0,0,0
27,27833.0,0.248,9,0,1,0
33,19124.0,0.072,8,0,1,0
23,6697.0,0.239,5,0,1,0
50,35244.0,0.329,8,0,1,0
42,31285.0,0.654,8,3,0,1
55,40333.0,0.217,0,0,1,0
39,82832.0,0.809,2,3,0,1
57,29672.0,0.108,11,0,0,0
63,31786.0,0.02,11,0,1,0
38,21095.0,0.356,1,2,0,1
24,28829.0,0.539,11,0,1,1
57,29304.0,0.163,5,2,0,1
30,43369.0,0.04,11,0,0,0
26,39219.0,0.467,9,0,0,0
66,20292.0,0.117,4,1,1,0
67,23441.0,0.16,11,0,1,0
21,59237.0,0.321,10,1,0,0
68,18400.0,0.642,6,0,1,1
33,43201.0,0.256,7,0,1,0
61,66972.0,0.305,0,2,1,0
40,41224.0,0.239,3,0,1,0
65,33744.0,0.336,9,0,1,0
21,58826.0,0.121,3,1,0,0
52,35482.0,0.048,6,1,1,0
35,29598.0,0.445,1,0,1,1
69,26862.0,0.477,9,1,0,1
50,52790.0,0.266,11,4,1,1
59,42091.0,0.125,10,0,1,0
51,64360.0,0.159,2,1,1,0
22,25136.0,0.366,1,1,0,1
50,25426.0,0.246,11,0,0,0
40,23909.0,0.21,9,1,1,0
52,34199.0,0.193,4,1,0,0
29,21030.0,0.178,4,0,0,0
51,47233.0,0.286,3,0,0,0
61,35219.0,0.113,6,0,0,0
22,18199.0,0.098,10,1,0,0
41,6752.0,0.224,3,0,0,0
53,11930.0,0.205,8,0,1,0
29,61020.0,0.2,0,1,1,0
49,28827.0,0.57,0,0,1,0
26,31995.0,0.126,8,1,0,0
31,24030.0,0.129,6,1,0,1
26,36187.0,0.024,11,0,1,0
41,11371.0,0.081,4,1,0,0
53,10926.0,0.508,3,0,0,1
32,13107.0,0.239,2,1,1,1
64,30710.0,0.15,2,1,1,0
63,42228.0,0.108,6,1,0,0
55,37650.0,0.22,7,2,1,0
34,27875.0,0.314,11,0,1,0
62,15647.0,0.115,6,0,0,0
28,44208.0,0.067,8,0,1,0
29,25781.0,0.188,2,0,0,0
60,29384.0,0.227,9,0,1,0
56,28603.0,0.337,10,0,1,0
58,23479.0,0.302,6,0,1,0
